Season,Wteam,Lteam,Wscore,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wto,Wstl,Wblk,Wpf,Lscore,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lto,Lstl,Lblk,Lpf
2016,1221,1119,69,21,58,3,17,24,29,7,6,3,19,65,21,52,6,21,17,22,16,2,1,23
2016,1224,1175,71,19,53,3,14,30,42,11,8,1,18,67,23,59,9,28,12,17,14,6,4,27
2016,1229,1133,55,19,56,6,23,11,20,15,6,2,26,52,15,48,4,21,18,27,12,8,3,21
2016,1253,1364,77,27,54,8,23,15,20,9,2,2,19,67,24,57,7,22,12,17,10,3,1,23
2016,1257,1199,84,32,67,5,16,15,23,13,9,4,20,65,25,59,6,18,9,21,16,11,5,25
2016,1274,1130,67,24,55,2,10,17,28,13,11,4,15,53,21,56,3,14,8,14,15,5,5,19
2016,1276,1278,74,23,63,9,31,19,23,6,4,2,18,69,25,59,6,22,13,17,12,1,4,22
2016,1283,1179,79,27,58,5,13,20,24,15,6,2,23,70,25,61,6,20,14,18,12,8,1,21
2016,1298,1250,69,28,51,1,9,12,17,13,9,2,14,64,23,51,8,19,10,12,18,8,5,18
2016,1304,1277,72,29,58,4,14,10,14,6,7,0,17,71,24,57,11,18,12,21,10,2,4,15
2016,1305,1461,75,24,63,7,14,20,27,9,3,10,22,69,20,60,9,32,20,28,8,3,2,18
2016,1314,1448,83,28,73,3,18,24,34,10,15,7,17,68,27,67,2,18,12,20,19,7,5,25
2016,1323,1439,83,29,57,5,17,20,28,9,5,3,20,81,27,54,7,18,20,27,11,4,2,24
2016,1347,1144,78,30,55,9,14,9,13,13,6,8,13,66,27,63,8,16,4,4,11,7,3,16
2016,1356,1232,79,25,53,4,14,25,34,11,10,0,28,66,17,46,2,18,30,42,20,1,1,29
2016,1377,1442,76,27,56,9,18,13,21,13,12,4,21,67,22,49,6,20,17,23,16,6,5,20
2016,1386,1335,75,28,64,8,25,11,14,10,9,3,15,60,20,63,11,38,9,17,14,4,0,19
2016,1387,1172,96,33,61,9,22,21,26,7,1,0,20,87,31,75,10,36,15,18,7,3,1,21
2016,1396,1247,62,26,52,3,10,7,10,6,6,4,14,49,18,53,6,27,7,9,12,4,3,12
2016,1400,1452,56,16,41,6,15,18,30,8,5,1,21,49,19,61,3,21,8,23,11,3,0,21
2016,1414,1168,72,27,59,9,28,9,14,8,3,2,19,59,18,50,4,18,19,26,7,4,1,15
2016,1416,1378,64,16,40,7,18,25,32,15,4,4,14,54,23,70,4,18,4,11,8,3,0,20
2016,1417,1333,82,29,56,6,18,18,22,15,5,4,22,73,27,65,7,23,12,24,10,6,2,23
2016,1433,1182,93,32,61,10,17,19,21,15,8,6,14,71,29,66,6,20,7,9,18,5,5,19
2016,1435,1397,88,23,57,13,33,29,39,12,3,10,22,74,25,76,4,20,20,25,6,5,4,26
2016,1437,1371,72,22,48,10,19,18,26,11,1,7,21,71,24,58,7,18,16,20,6,6,2,21
2016,1449,1160,95,31,63,8,17,25,29,14,5,15,23,83,28,67,9,23,18,26,16,4,6,23
2016,1455,1320,74,26,46,8,15,14,17,9,4,4,17,55,16,49,8,24,15,17,8,5,0,17
2016,1457,1205,71,29,59,4,14,9,13,12,5,6,18,58,22,67,5,22,9,15,11,6,4,16
2016,1111,1209,76,23,53,12,26,18,21,22,3,6,20,67,25,59,4,9,13,21,15,8,3,19
2016,1112,1390,71,22,46,8,18,19,27,16,1,7,21,57,19,62,4,21,15,20,9,7,0,20
2016,1114,1402,77,26,49,10,15,15,30,15,8,5,24,74,23,53,8,19,20,28,14,5,3,25
2016,1122,1188,90,28,69,8,24,26,36,15,13,3,19,86,28,63,11,27,19,24,20,10,3,23
2016,1125,1404,82,28,67,14,45,12,17,8,4,3,20,72,22,60,7,24,21,25,8,3,2,17
2016,1140,1258,91,32,65,13,29,14,20,15,12,8,15,80,31,64,11,22,7,12,16,11,4,16
2016,1143,1113,75,24,44,7,15,20,29,14,4,8,22,70,23,61,5,18,19,24,9,3,0,25
2016,1150,1267,103,35,68,10,15,23,29,13,8,2,16,95,37,69,12,26,9,14,12,4,4,20
2016,1151,1422,73,23,45,11,22,16,21,11,8,3,14,60,22,50,7,21,9,12,15,7,2,19
2016,1153,1272,76,30,60,4,15,12,15,10,10,8,16,72,25,57,10,22,12,16,15,6,3,18
2016,1154,1441,92,30,69,15,39,17,21,19,8,3,22,91,33,67,12,32,13,27,17,13,5,19
2016,1158,1406,40,16,48,4,18,4,9,10,4,2,23,37,11,46,1,4,14,25,13,4,6,16
2016,1167,1410,77,33,62,5,12,6,13,8,2,6,18,58,21,51,4,14,12,18,13,5,1,15
2016,1169,1142,76,27,56,5,13,17,23,12,10,3,16,74,29,54,6,17,10,17,18,8,4,18
2016,1184,1240,91,28,56,7,17,28,37,9,4,0,22,88,31,62,7,22,19,26,7,5,3,26
2016,1190,1273,65,23,61,6,23,13,19,13,10,7,14,63,25,57,2,15,11,12,14,4,0,19
2016,1192,1254,101,34,58,8,19,25,32,14,13,3,20,95,32,62,11,23,20,24,19,5,0,22
2016,1195,1244,79,31,59,5,12,12,24,10,3,1,15,74,29,59,8,17,8,12,8,1,6,18
2016,1198,1427,72,25,57,5,17,17,25,11,4,4,21,56,19,58,3,20,15,19,10,5,0,24
2016,1213,1152,90,27,59,8,17,28,40,14,8,2,21,65,21,56,7,20,16,24,16,6,7,33
2016,1216,1420,98,33,60,13,26,19,23,12,8,1,24,87,33,68,6,21,15,22,9,8,1,20
2016,1220,1318,96,34,78,12,29,16,22,18,7,3,12,92,33,74,17,34,9,15,11,9,10,17
2016,1225,1285,63,18,41,5,13,22,29,20,3,4,22,58,18,56,9,30,13,17,11,10,1,25
2016,1234,1353,90,31,65,11,29,17,21,8,7,6,11,76,31,64,4,17,10,13,11,4,4,18
2016,1236,1295,79,28,66,7,23,16,22,8,5,4,15,74,29,63,10,22,6,10,10,5,4,18
2016,1241,1180,68,24,54,4,20,16,22,10,5,1,13,45,15,48,3,18,12,15,8,3,5,19
2016,1246,1116,80,26,62,5,16,23,30,6,5,9,25,66,22,55,2,12,20,31,9,3,5,23
2016,1252,1391,92,31,61,12,27,18,21,19,6,7,19,87,30,69,11,30,16,27,10,11,4,18
2016,1264,1284,78,26,55,10,25,16,21,11,10,3,23,71,26,58,5,17,14,20,17,6,5,20
2016,1286,1186,85,30,66,11,22,14,21,6,3,4,24,71,23,55,7,25,18,29,14,3,7,21
2016,1287,1399,81,24,55,6,13,27,36,13,11,2,31,74,19,48,7,18,29,39,17,7,5,27
2016,1292,1317,86,37,71,8,24,4,11,13,8,6,23,64,23,53,5,11,13,26,17,6,1,10
2016,1293,1183,68,25,55,6,15,12,19,10,1,1,20,58,17,54,5,20,19,25,8,6,2,20
2016,1294,1381,90,27,52,5,10,31,41,12,4,3,18,80,28,63,14,32,10,20,8,4,4,28
2016,1303,1176,69,24,49,1,10,20,22,12,7,2,16,55,17,49,5,25,16,17,13,5,6,20
2016,1306,1262,78,25,58,6,14,22,34,15,5,1,20,76,31,56,9,20,5,14,12,6,5,23
2016,1308,1370,68,21,45,4,15,22,26,24,9,3,16,60,23,45,8,12,6,13,17,8,1,24
2016,1312,1239,83,32,64,10,26,9,18,11,7,1,19,63,20,57,10,30,13,21,13,6,4,18
2016,1315,1319,101,39,64,14,26,9,16,8,9,2,24,59,19,50,9,24,12,29,13,4,2,21
2016,1316,1367,78,28,64,9,28,13,20,4,8,8,14,62,26,63,3,10,7,11,12,2,2,20
2016,1330,1443,68,27,53,6,11,8,11,12,7,4,16,62,21,57,4,18,16,21,10,5,0,15
2016,1332,1425,89,33,68,8,18,15,24,11,5,7,21,81,29,66,8,28,15,24,9,4,3,20
2016,1334,1339,70,19,43,7,19,25,34,15,6,4,17,61,22,58,6,20,11,15,14,4,1,24
2016,1337,1360,76,23,44,5,11,25,29,17,9,3,20,58,22,58,5,19,9,15,16,5,1,24
2016,1345,1326,75,23,59,4,17,25,31,6,5,4,21,64,23,54,6,14,12,16,12,2,6,24
2016,1352,1148,59,22,57,6,18,9,15,7,7,3,9,45,17,54,8,24,3,4,15,1,7,12
2016,1355,1331,86,34,66,7,16,11,13,9,4,1,22,74,25,52,6,18,18,23,12,4,4,14
2016,1357,1291,76,24,55,8,18,20,24,14,6,3,17,71,26,56,7,17,12,19,10,9,4,19
2016,1362,1365,74,24,56,7,17,19,24,12,8,4,18,61,24,61,8,24,5,12,12,5,3,22
2016,1373,1351,63,20,52,7,18,16,23,12,10,6,17,52,20,54,2,20,10,16,13,8,3,21
2016,1384,1136,71,25,55,9,23,12,19,7,8,3,10,65,23,50,6,20,13,15,13,4,4,17
2016,1388,1211,70,25,50,6,16,14,16,6,8,1,14,67,29,49,6,15,3,5,12,1,1,18
2016,1412,1349,82,26,55,5,14,25,35,18,3,6,22,70,22,66,6,34,20,27,9,9,5,23
2016,1413,1415,58,20,46,5,13,13,16,16,9,3,14,55,22,53,7,23,4,5,20,9,2,18
2016,1418,1375,92,24,54,10,23,34,47,17,8,1,21,82,31,53,8,17,12,22,21,4,3,33
2016,1419,1407,85,33,56,10,23,9,13,9,5,3,20,74,25,48,6,18,18,25,14,4,2,16
2016,1423,1174,79,24,55,9,26,22,34,7,3,4,25,70,25,58,2,10,18,28,8,5,3,24
2016,1426,1117,91,29,72,15,36,18,25,9,8,3,17,64,22,66,7,27,13,16,14,4,1,20
2016,1428,1450,92,35,63,11,22,11,12,8,5,3,15,71,26,54,9,17,10,12,13,4,2,15
2016,1430,1282,90,23,48,12,22,32,36,10,6,1,17,79,33,70,8,25,5,11,11,6,5,25
2016,1431,1194,71,25,50,4,11,17,22,11,9,4,12,56,21,56,11,26,3,6,18,4,2,22
2016,1436,1127,61,23,50,8,15,7,17,13,13,3,15,52,17,41,8,20,10,15,17,3,5,15
2016,1440,1359,83,28,59,13,30,14,20,15,6,8,23,76,23,52,9,16,21,32,15,9,2,19
2016,1447,1383,83,32,58,5,8,14,18,10,8,2,20,59,22,54,5,19,10,16,13,5,6,14
2016,1456,1189,89,36,65,14,28,3,5,9,4,7,12,67,25,59,10,29,7,10,7,6,4,9
2016,1458,1336,66,20,48,4,10,22,35,11,7,2,21,60,17,44,6,15,20,27,13,3,4,29
2016,1145,1310,70,23,53,5,22,19,26,11,4,6,19,61,19,53,4,20,19,26,12,7,0,21
2016,1193,1265,88,31,50,6,16,20,26,15,10,4,19,76,23,58,12,32,18,26,14,5,2,21
2016,1203,1348,62,18,48,1,7,25,30,12,5,4,13,58,22,51,8,19,6,11,10,7,6,22
2016,1233,1389,64,22,52,14,30,6,10,9,2,4,16,58,19,61,7,18,13,17,10,4,4,14
2016,1297,1227,82,25,54,9,22,23,31,16,4,2,24,69,23,60,1,12,22,29,15,9,3,24
2016,1392,1107,69,26,61,7,25,10,19,12,3,3,17,63,22,55,3,14,16,20,10,7,1,20
2016,1460,1434,73,22,49,8,17,21,29,11,4,1,17,62,22,61,10,28,8,11,16,6,1,23
2016,1103,1275,75,26,54,14,26,9,9,8,3,6,15,46,21,51,1,10,3,8,14,3,1,11
2016,1108,1105,63,22,60,5,17,14,18,13,4,1,12,58,21,49,9,23,7,14,15,3,1,15
2016,1114,1426,68,24,51,9,25,11,19,18,7,3,21,62,20,67,9,38,13,20,10,10,2,16
2016,1115,1341,45,19,46,3,16,4,14,19,6,11,16,44,14,53,4,19,12,18,11,11,3,14
2016,1123,1185,88,27,59,12,32,22,34,25,6,3,30,87,27,69,3,16,30,34,18,17,2,27
2016,1125,1398,103,36,62,9,24,22,29,13,3,3,31,95,32,64,3,14,28,46,8,9,5,26
2016,1129,1461,81,24,51,13,33,20,27,5,9,0,20,71,25,48,10,21,11,17,14,1,3,17
2016,1137,1131,74,25,50,3,14,21,35,17,6,4,26,71,22,53,7,19,20,30,19,6,2,27
2016,1141,1325,72,30,59,5,20,7,9,10,4,3,16,49,19,52,3,16,8,12,12,5,1,13
2016,1142,1168,83,22,54,10,24,29,38,2,4,7,21,75,24,58,5,17,22,29,12,2,0,26
2016,1143,1112,74,27,60,8,22,12,18,7,4,4,16,73,27,53,4,9,15,17,11,2,5,18
2016,1146,1311,94,36,67,10,20,12,16,14,7,5,18,83,32,63,10,26,9,18,17,4,4,17
2016,1150,1443,88,34,62,10,23,10,13,8,7,3,14,71,27,60,3,12,14,15,13,4,1,14
2016,1157,1149,78,28,63,10,27,12,18,12,4,7,18,63,25,65,6,24,7,14,10,5,3,18
2016,1158,1174,59,22,58,10,31,5,7,10,4,0,16,58,22,47,3,11,11,19,9,4,2,16
2016,1160,1450,75,24,61,5,15,22,26,6,4,2,22,70,26,53,2,12,16,27,10,2,3,22
2016,1162,1165,79,25,50,13,24,16,22,14,3,3,15,68,27,64,5,26,9,11,12,9,3,22
2016,1163,1207,68,17,47,5,15,29,36,7,4,3,13,62,23,59,9,31,7,8,12,3,1,27
2016,1166,1139,72,23,55,6,24,20,33,9,3,5,20,64,21,64,7,16,15,20,11,6,1,27
2016,1171,1217,63,19,49,5,17,20,26,17,9,0,18,50,20,51,4,13,6,20,14,9,4,22
2016,1181,1301,88,32,59,10,25,14,18,9,4,3,15,78,31,60,8,21,8,13,9,5,2,17
2016,1182,1206,86,23,48,12,28,28,41,12,4,6,18,75,26,75,10,31,13,17,11,5,1,30
2016,1183,1122,87,31,66,7,25,18,25,17,6,2,28,86,27,63,7,25,25,39,12,9,1,26
2016,1190,1154,101,40,74,5,18,16,22,15,8,7,17,92,34,82,13,39,11,16,13,8,0,20
2016,1194,1427,86,30,65,13,27,13,20,7,2,11,21,71,23,64,4,13,21,26,8,5,5,17
2016,1196,1120,95,33,58,9,19,20,24,16,9,8,19,63,24,67,6,24,9,14,14,4,0,21
2016,1198,1431,79,31,58,8,18,9,15,12,8,1,17,69,25,61,8,24,11,14,12,2,3,17
2016,1201,1102,56,20,58,9,25,7,11,12,12,4,16,55,19,46,7,18,10,17,17,4,2,13
2016,1202,1459,63,22,49,4,15,15,26,11,4,6,16,62,21,50,8,19,12,15,12,4,1,23
2016,1208,1116,76,26,60,8,20,16,30,13,6,5,23,73,24,61,8,19,17,28,12,8,6,23
2016,1211,1334,71,23,51,5,17,20,32,10,5,3,18,61,19,61,7,23,16,23,10,4,1,26
2016,1213,1282,85,29,57,10,17,17,22,8,5,2,17,78,29,62,6,23,14,17,11,3,4,19
2016,1214,1366,75,24,57,9,20,18,31,13,8,4,17,52,21,55,3,17,7,16,17,5,4,23
2016,1218,1413,78,26,48,10,27,16,19,12,10,3,18,62,24,47,3,9,11,17,14,5,0,18
2016,1220,1456,91,34,71,15,37,8,12,5,8,3,18,63,22,51,8,21,11,21,15,1,1,16
2016,1223,1249,92,35,70,6,16,16,24,15,6,7,24,79,23,58,11,20,22,34,12,7,4,21
2016,1226,1451,69,26,49,7,12,10,19,12,9,2,12,68,24,58,11,34,9,10,17,2,3,17
2016,1228,1278,76,27,62,6,18,16,22,14,4,1,15,71,27,69,11,36,6,12,13,6,1,19
2016,1229,1320,76,24,53,12,30,16,19,10,3,3,16,67,26,55,8,25,7,10,8,4,1,16
2016,1230,1101,74,29,49,4,13,12,17,15,8,3,18,60,18,46,9,20,15,22,15,8,1,17
2016,1231,1321,89,30,57,13,28,16,20,10,6,3,13,57,25,55,5,15,2,8,12,3,2,18
2016,1235,1395,73,27,50,8,15,11,15,23,5,6,17,60,25,64,4,17,6,12,18,11,2,15
2016,1237,1236,84,32,63,6,18,14,21,5,8,1,21,82,25,53,10,19,22,26,14,3,5,18
2016,1238,1212,60,23,64,8,26,6,12,12,13,6,19,45,14,48,5,20,12,20,21,5,1,15
2016,1239,1367,77,27,61,13,27,10,21,6,4,3,14,68,26,57,4,17,12,16,16,1,3,19
2016,1240,1287,78,23,47,12,21,20,25,12,4,5,16,74,30,59,6,11,8,12,17,4,2,23
2016,1241,1189,82,28,58,10,26,16,28,6,4,4,17,64,25,60,10,30,4,13,12,2,3,26
2016,1242,1400,76,25,62,10,25,16,18,8,1,2,13,67,27,56,6,16,7,13,8,5,8,22
2016,1243,1329,89,30,52,9,17,20,31,14,7,3,20,73,23,55,6,21,21,27,13,7,5,25
2016,1245,1132,62,25,66,3,14,9,15,11,3,4,17,59,21,56,4,15,13,21,13,2,5,16
2016,1246,1435,76,33,60,6,19,4,6,7,6,3,19,57,16,50,5,15,20,25,12,3,3,10
2016,1251,1219,69,26,51,13,27,4,5,13,6,1,16,67,26,47,3,8,12,20,11,11,1,11
2016,1252,1195,91,32,58,19,33,8,9,13,7,2,19,75,24,57,4,17,23,27,13,6,6,16
2016,1256,1379,70,20,53,7,24,23,31,10,4,8,17,59,21,55,5,23,12,18,11,6,4,21
2016,1257,1210,75,27,61,6,18,15,25,6,5,2,17,71,24,57,4,13,19,23,11,4,4,21
2016,1258,1360,67,22,56,6,19,17,25,5,11,4,20,63,21,48,7,14,14,24,17,1,2,21
2016,1260,1179,68,23,47,7,17,15,19,13,4,3,16,63,23,57,9,22,8,13,15,4,3,19
2016,1261,1104,72,29,59,4,10,10,14,11,5,0,19,70,24,58,10,25,12,19,12,5,7,12
2016,1266,1385,78,27,52,2,7,22,29,22,8,4,22,73,24,69,9,23,16,23,13,9,8,22
2016,1267,1330,78,29,57,7,23,13,16,10,5,3,14,75,29,64,6,16,11,14,7,4,1,15
2016,1270,1322,75,27,63,6,18,15,24,13,3,5,17,74,29,64,8,17,8,12,8,7,1,18
2016,1271,1126,74,27,56,6,16,14,17,11,4,4,15,72,24,58,14,28,10,12,13,4,6,18
2016,1274,1448,77,23,64,7,20,24,28,10,12,4,16,63,23,59,6,18,11,18,16,6,4,22
2016,1276,1304,81,25,47,11,21,20,23,14,6,2,15,68,28,58,6,22,6,9,10,9,3,18
2016,1277,1268,74,22,61,7,23,23,29,8,6,5,17,65,22,57,8,27,13,16,9,3,6,22
2016,1280,1279,83,28,54,12,24,15,17,15,4,5,18,77,24,63,10,20,19,23,10,9,2,15
2016,1285,1186,74,29,50,5,11,11,16,15,6,3,17,69,25,53,6,20,13,21,14,11,1,17
2016,1286,1225,70,26,63,13,36,5,10,10,9,1,19,68,25,46,7,15,11,16,17,3,2,17
2016,1291,1192,87,29,60,5,20,24,28,16,10,4,20,72,25,55,8,20,14,19,24,6,2,25
2016,1292,1349,87,34,62,9,19,10,22,15,11,2,20,73,24,49,5,15,20,29,18,9,1,21
2016,1293,1188,70,19,43,7,17,25,32,7,4,1,22,54,20,45,2,13,12,23,12,2,0,25
2016,1294,1319,84,27,59,6,16,24,30,15,6,1,24,79,27,60,9,28,16,24,9,5,1,21
2016,1295,1442,65,21,54,4,13,19,24,4,6,4,19,52,17,49,3,12,15,19,11,3,4,19
2016,1296,1405,58,19,61,8,24,12,16,13,11,5,17,49,19,61,5,30,6,11,18,3,4,19
2016,1303,1331,85,30,59,5,16,20,29,13,9,1,20,79,28,63,4,19,19,22,16,6,4,21
2016,1305,1424,65,19,58,0,9,27,37,11,9,2,24,63,23,48,3,19,14,28,17,6,8,26
2016,1307,1363,83,30,55,7,10,16,22,19,9,7,25,64,21,56,7,21,15,28,17,10,5,21
2016,1308,1167,68,26,61,4,10,12,18,18,4,7,18,67,25,65,3,15,14,25,15,10,0,20
2016,1313,1354,87,32,64,14,32,9,10,13,10,7,15,74,26,58,7,17,15,21,17,3,4,13
2016,1315,1381,88,29,54,3,10,27,30,18,8,2,21,72,24,57,8,24,16,25,18,10,5,23
2016,1316,1312,94,31,63,20,44,12,17,10,6,5,15,80,33,66,2,12,12,15,13,4,1,18
2016,1323,1130,76,23,48,5,14,25,27,8,7,4,15,49,16,56,8,18,9,14,12,5,2,19
2016,1324,1453,111,36,63,13,22,26,31,14,6,3,23,95,33,65,10,26,19,26,12,7,5,23
2016,1328,1124,82,31,50,16,28,4,8,15,13,6,16,72,27,59,9,22,9,14,16,9,2,12
2016,1332,1417,86,34,70,10,28,8,13,7,3,7,18,72,27,62,7,14,11,15,9,0,2,16
2016,1337,1140,71,30,63,4,12,7,13,12,5,4,18,65,23,64,6,22,13,19,11,9,6,15
2016,1338,1199,74,24,61,10,23,16,24,10,3,2,16,72,29,54,6,16,8,12,16,3,4,24
2016,1340,1170,81,34,53,6,12,7,13,11,9,2,17,63,25,51,7,23,6,15,14,6,3,17
2016,1344,1437,82,30,65,8,22,14,19,17,7,1,13,76,27,62,9,31,13,18,16,13,4,17
2016,1347,1205,69,25,60,6,20,13,16,11,4,5,15,59,22,66,7,29,8,14,8,6,5,17
2016,1352,1136,65,22,53,8,23,13,16,10,10,6,11,54,22,55,6,19,4,8,14,6,3,19
2016,1355,1377,79,23,53,9,20,24,37,10,2,2,28,75,23,56,4,13,25,37,6,3,2,30
2016,1357,1447,67,23,48,7,17,14,21,14,7,3,15,58,24,57,4,14,6,10,16,8,5,21
2016,1361,1429,70,24,53,5,16,17,22,13,7,6,12,55,22,60,7,24,4,7,12,8,4,20
2016,1364,1169,74,29,61,5,15,11,15,14,6,4,25,61,19,46,6,17,17,29,16,5,0,18
2016,1369,1404,68,24,64,4,20,16,24,18,11,2,17,60,22,65,4,26,12,17,18,11,0,21
2016,1370,1410,70,28,55,5,12,9,12,5,3,1,14,59,23,57,8,25,5,9,5,2,3,14
2016,1372,1358,76,25,49,8,21,18,23,16,8,1,20,64,23,53,6,14,12,18,17,7,2,23
2016,1378,1222,71,21,48,3,6,26,32,14,5,4,23,62,21,56,4,23,16,25,9,6,3,25
2016,1380,1106,73,25,52,7,20,16,29,14,10,3,18,69,26,63,7,16,10,16,12,6,3,25
2016,1383,1254,64,21,51,2,20,20,26,19,4,5,16,49,15,69,6,31,13,17,14,10,0,20
2016,1384,1148,79,25,50,6,16,23,26,9,4,3,13,64,25,60,6,16,8,12,8,4,2,17
2016,1386,1247,69,29,60,3,19,8,14,9,10,2,12,48,17,46,7,26,7,10,19,5,0,12
2016,1387,1269,86,31,61,6,18,18,23,9,3,4,20,75,25,64,9,27,16,21,11,5,4,22
2016,1388,1339,89,35,56,9,19,10,13,14,0,2,14,74,28,61,11,24,7,9,6,7,4,16
2016,1390,1113,75,25,53,7,20,18,21,9,5,3,18,73,27,63,9,26,10,17,10,5,2,20
2016,1391,1244,84,29,50,6,16,20,25,15,6,4,17,79,29,64,8,15,13,17,11,7,3,22
2016,1394,1309,97,34,66,13,23,16,22,12,13,4,20,76,25,61,6,14,20,26,16,8,3,19
2016,1396,1374,89,27,58,14,29,21,30,11,10,3,18,80,31,66,3,14,15,23,14,6,2,21
2016,1397,1376,78,19,46,10,21,30,32,18,12,3,21,69,25,60,4,14,15,23,17,7,2,24
2016,1399,1184,89,29,63,8,22,23,31,11,5,1,27,83,27,59,6,23,23,32,8,6,4,25
2016,1401,1281,66,22,61,7,28,15,26,5,4,4,16,53,20,56,3,19,10,17,15,2,1,23
2016,1402,1117,78,25,55,9,15,19,27,6,5,2,17,68,22,51,7,15,17,19,8,5,1,20
2016,1406,1318,79,23,50,6,21,27,42,12,12,3,26,72,20,46,7,16,25,29,16,2,1,26
2016,1411,1290,75,29,59,4,20,13,22,20,3,7,14,60,25,68,5,16,5,6,10,14,2,27
2016,1412,1317,78,30,60,7,25,11,14,9,10,9,13,57,23,62,2,17,9,9,18,3,0,16
2016,1415,1253,74,25,49,9,19,15,18,15,3,2,17,72,26,48,13,24,7,11,10,6,3,19
2016,1418,1407,88,32,56,6,13,18,25,11,9,5,17,65,25,60,5,17,10,17,18,4,1,26
2016,1419,1375,100,32,61,8,22,28,34,10,7,3,18,68,22,53,8,22,16,23,14,5,2,25
2016,1421,1342,67,23,55,8,24,13,23,12,13,2,10,55,22,48,7,20,4,7,21,9,0,22
2016,1422,1359,86,25,55,10,24,26,38,9,5,2,24,78,22,51,7,24,27,34,12,2,7,28
2016,1423,1180,77,28,62,7,12,14,19,14,6,2,27,71,23,52,6,16,19,29,12,5,7,22
2016,1430,1152,82,25,61,15,30,17,17,12,2,3,11,76,28,61,10,25,10,11,9,5,3,15
2016,1433,1382,84,30,67,6,19,18,30,8,7,3,22,76,28,67,6,20,14,20,12,3,7,23
2016,1438,1393,73,25,44,8,18,15,21,13,7,1,12,65,21,54,13,30,10,15,11,7,0,18
2016,1441,1273,86,26,64,12,26,22,30,14,7,6,19,80,29,78,9,25,13,18,17,8,2,24
2016,1444,1138,91,27,53,13,21,24,31,6,4,5,23,71,24,54,4,18,19,27,10,2,4,22
2016,1452,1403,80,25,49,8,19,22,28,16,10,1,28,76,20,43,4,15,32,34,17,10,7,21
2016,1454,1178,83,26,57,5,24,26,31,15,4,3,25,80,25,53,8,18,22,30,16,7,4,28
2016,1455,1133,88,30,61,6,22,22,31,4,14,3,17,54,18,41,8,15,10,15,20,1,1,24
2016,1457,1255,82,30,57,10,25,12,16,13,5,5,24,68,19,57,9,26,21,25,9,3,2,16
2016,1462,1371,84,30,66,6,20,18,22,13,11,7,19,76,30,71,6,27,10,19,13,5,4,23
2016,1463,1135,90,35,62,5,17,15,25,10,8,4,23,66,23,57,4,15,16,24,16,4,2,23
2016,1127,1262,64,22,61,6,16,14,22,15,16,1,16,57,19,50,9,21,10,18,23,8,4,19
2016,1153,1408,97,35,62,11,21,16,25,9,10,5,18,75,27,56,11,24,10,13,19,3,1,20
2016,1159,1221,76,25,46,7,15,19,23,11,10,1,16,61,20,46,10,21,11,15,15,4,4,20
2016,1173,1200,64,20,48,8,21,16,22,15,9,4,13,50,20,54,5,25,5,8,14,6,2,17
2016,1187,1272,84,27,56,11,21,19,27,14,8,6,20,83,33,70,5,21,12,15,16,4,8,19
2016,1193,1233,98,35,64,11,24,17,22,14,7,4,23,91,30,65,9,26,22,37,15,9,2,22
2016,1232,1191,82,27,57,14,23,14,19,12,3,2,20,65,23,53,5,11,14,21,10,5,4,19
2016,1234,1345,83,27,54,11,20,18,28,12,9,4,20,71,27,64,9,23,8,15,17,8,2,24
2016,1284,1265,83,27,59,10,22,19,23,10,4,2,22,72,23,67,7,36,19,22,13,2,2,22
2016,1306,1216,84,34,62,7,16,9,17,10,1,4,17,71,24,63,8,29,15,20,3,5,1,19
2016,1314,1439,75,28,74,3,23,16,25,7,11,6,24,70,20,50,8,20,22,32,14,4,5,20
2016,1333,1425,85,32,68,3,18,18,21,11,10,8,25,70,20,59,6,24,24,38,14,2,5,16
2016,1351,1346,75,25,55,6,19,19,22,14,8,6,14,52,18,65,6,29,10,14,18,6,2,22
2016,1356,1283,80,28,59,7,18,17,24,13,9,3,22,65,27,61,5,19,6,14,15,6,3,20
2016,1373,1145,99,33,50,10,19,23,28,13,5,6,19,78,29,64,13,21,7,13,11,8,2,19
2016,1409,1416,75,24,69,8,32,19,27,5,5,3,15,60,23,51,6,17,8,12,19,3,2,26
2016,1428,1449,80,29,70,6,24,16,24,12,4,3,19,75,28,73,6,26,13,16,11,8,8,24
2016,1434,1297,71,23,57,7,22,18,23,12,7,5,17,46,15,51,4,15,12,16,15,4,2,17
2016,1436,1420,79,31,53,9,21,8,16,14,4,4,19,72,26,49,8,19,12,22,12,11,1,20
2016,1460,1227,80,29,54,9,21,13,20,11,10,2,26,66,22,53,2,12,20,35,15,4,1,20
2016,1464,1156,70,22,55,7,22,19,25,9,11,1,18,55,18,51,5,18,14,20,15,3,1,18
2016,1108,1106,77,23,51,8,15,23,27,12,3,5,17,72,22,55,4,13,24,29,8,5,1,19
2016,1137,1248,79,22,61,8,21,27,34,15,7,2,23,67,24,54,8,16,11,25,13,8,4,27
2016,1172,1350,78,25,56,7,23,21,24,9,2,3,17,70,27,63,0,15,16,21,6,7,0,23
2016,1175,1299,57,20,58,8,25,9,19,17,9,1,18,55,17,61,7,28,14,23,18,4,3,19
2016,1202,1440,68,22,42,8,15,16,23,17,6,5,16,56,20,51,6,23,10,15,14,7,1,21
